Datetime,Temperature,Humidity,Precipitation,WindSpeed,WindDirection,Pressure,CloudCover
2025-06-03 04:00:00,27.9,87,0.5,9.4,230,1010.0,65
2025-06-03 05:00:00,29.8,77,0.2,13.9,240,1008.9,90
2025-06-03 06:00:00,30.4,68,0.0,16.4,243,1007.9,86
2025-06-03 07:00:00,30.4,66,0.0,15.8,251,1007.3,100
2025-06-03 08:00:00,29.7,71,0.0,14.8,257,1006.8,100
2025-06-03 09:00:00,29.2,74,0.0,12.7,249,1006.5,100
2025-06-03 10:00:00,28.7,76,0.0,12.3,263,1007.2,100
2025-06-03 11:00:00,27.7,80,0.0,8.1,266,1007.6,100
2025-06-03 12:00:00,27.1,84,0.0,7.3,239,1007.6,46
2025-06-03 13:00:00,27.0,87,0.0,6.3,239,1008.0,100
2025-06-03 14:00:00,26.7,89,0.0,6.8,215,1008.5,100
2025-06-03 15:00:00,26.7,90,0.0,6.1,214,1009.0,100
2025-06-03 16:00:00,26.6,91,0.0,6.9,208,1009.4,100
2025-06-03 17:00:00,26.5,91,0.0,7.9,207,1008.8,100
2025-06-03 18:00:00,26.2,92,0.0,7.8,206,1008.3,100
2025-06-03 19:00:00,26.1,92,0.0,7.0,209,1007.8,100
2025-06-03 20:00:00,26.1,92,0.0,7.8,232,1007.4,100
2025-06-03 21:00:00,26.0,93,0.0,7.0,235,1007.4,96
2025-06-03 22:00:00,25.9,94,0.0,6.4,225,1007.7,36
2025-06-03 23:00:00,25.9,94,0.0,5.7,224,1008.3,79
2025-06-04 00:00:00,27.1,91,0.0,6.9,231,1009.3,94
2025-06-04 01:00:00,28.6,83,0.2,10.2,239,1009.5,79
2025-06-04 02:00:00,29.8,78,0.2,9.3,242,1009.5,64
2025-06-04 03:00:00,30.7,72,0.2,11.3,260,1009.5,88
2025-06-04 04:00:00,31.6,67,0.2,10.7,256,1009.1,95
2025-06-04 05:00:00,32.1,64,0.1,8.1,258,1008.5,88
2025-06-04 06:00:00,32.7,61,0.0,7.6,269,1007.3,100
2025-06-04 07:00:00,30.2,71,2.6,7.7,216,1006.7,82
2025-06-04 08:00:00,31.2,67,0.1,4.4,258,1006.2,62
2025-06-04 09:00:00,28.0,83,3.0,9.5,241,1006.5,95
2025-06-04 10:00:00,28.0,82,0.1,1.8,169,1006.6,68
2025-06-04 11:00:00,27.8,85,0.0,4.5,182,1006.8,22
2025-06-04 12:00:00,27.3,90,0.0,2.4,228,1007.9,19
2025-06-04 13:00:00,27.0,90,0.0,2.0,355,1008.5,21
2025-06-04 14:00:00,26.7,93,0.0,0.6,124,1008.9,96
2025-06-04 15:00:00,26.4,93,0.0,2.5,180,1009.6,100
2025-06-04 16:00:00,26.3,93,0.0,4.4,199,1009.9,97
2025-06-04 17:00:00,26.0,94,0.0,5.2,205,1009.9,93
2025-06-04 18:00:00,25.7,96,0.0,4.0,201,1009.1,86
2025-06-04 19:00:00,25.5,96,0.0,3.7,215,1008.5,94
2025-06-04 20:00:00,25.3,97,0.0,3.9,223,1008.3,36
2025-06-04 21:00:00,25.0,98,0.0,2.8,215,1008.3,99
2025-06-04 22:00:00,25.1,97,0.0,4.3,225,1008.4,98
2025-06-04 23:00:00,25.2,97,0.0,4.6,219,1008.8,100
2025-06-05 00:00:00,26.6,91,0.0,4.2,250,1009.3,99
2025-06-05 01:00:00,28.7,87,0.0,6.8,233,1009.6,100
2025-06-05 02:00:00,30.1,80,0.1,8.0,243,1009.7,95
2025-06-05 03:00:00,31.2,72,0.1,8.8,255,1009.4,96
2025-06-05 04:00:00,32.1,67,0.1,8.5,266,1008.9,78
2025-06-05 05:00:00,32.5,63,0.0,8.8,272,1008.2,100
2025-06-05 06:00:00,32.5,62,0.0,7.4,284,1007.2,100
2025-06-05 07:00:00,30.0,73,3.2,4.2,260,1006.9,99
2025-06-05 08:00:00,28.1,83,3.6,6.0,197,1007.1,100
2025-06-05 09:00:00,28.7,81,0.0,5.4,186,1006.4,85
2025-06-05 10:00:00,28.8,81,0.0,7.8,217,1006.4,86
2025-06-05 11:00:00,27.6,84,0.2,9.7,222,1007.0,99
2025-06-05 12:00:00,27.1,88,0.1,6.9,197,1007.7,100
2025-06-05 13:00:00,28.0,84,0.0,7.7,213,1008.0,59
2025-06-05 14:00:00,27.7,87,0.0,9.1,205,1009.0,65
2025-06-05 15:00:00,27.5,88,0.0,7.7,201,1009.5,97
2025-06-05 16:00:00,27.1,89,0.0,8.0,207,1009.7,100
2025-06-05 17:00:00,26.9,89,0.0,5.7,233,1009.5,97
2025-06-05 18:00:00,26.2,93,0.0,0.4,27,1008.8,100
2025-06-05 19:00:00,25.5,96,0.0,3.3,41,1008.4,100
2025-06-05 20:00:00,24.3,97,3.4,7.5,33,1009.0,100
2025-06-05 21:00:00,24.4,97,1.2,3.5,24,1008.6,100
2025-06-05 22:00:00,24.2,99,0.1,2.7,70,1008.5,100
2025-06-05 23:00:00,24.4,97,0.0,3.8,90,1009.2,100
2025-06-06 00:00:00,25.6,94,0.0,3.0,73,1010.0,100
2025-06-06 01:00:00,28.1,87,0.0,1.5,216,1009.7,99
2025-06-06 02:00:00,29.9,79,0.0,7.3,242,1009.8,95
2025-06-06 03:00:00,31.2,73,0.0,9.6,244,1009.7,51
2025-06-06 04:00:00,32.4,66,0.0,9.1,255,1009.0,77
2025-06-06 05:00:00,32.5,63,0.0,9.9,267,1007.6,93
2025-06-06 06:00:00,31.8,65,0.4,10.3,229,1006.9,98
2025-06-06 07:00:00,31.0,68,3.1,9.2,230,1006.3,98
2025-06-06 08:00:00,27.4,85,6.9,9.4,191,1007.0,98
2025-06-06 09:00:00,27.3,87,0.4,3.7,235,1006.9,100
2025-06-06 10:00:00,26.9,88,0.5,5.5,234,1006.7,100
2025-06-06 11:00:00,26.6,89,0.3,3.0,205,1007.9,100
2025-06-06 12:00:00,26.5,91,0.1,1.5,225,1008.3,100
2025-06-06 13:00:00,26.3,93,0.4,4.7,277,1008.3,100
2025-06-06 14:00:00,26.2,95,0.5,1.9,131,1008.9,100
2025-06-06 15:00:00,26.4,94,0.2,1.0,112,1009.1,100
2025-06-06 16:00:00,26.5,93,0.1,1.7,139,1009.2,100
2025-06-06 17:00:00,26.6,95,0.4,2.8,130,1008.6,97
2025-06-06 18:00:00,26.3,95,0.1,4.8,160,1008.1,100
2025-06-06 19:00:00,25.7,96,2.5,2.3,94,1007.3,100
2025-06-06 20:00:00,24.7,98,2.7,4.8,132,1007.6,100
2025-06-06 21:00:00,24.9,96,0.2,0.8,117,1007.3,100
2025-06-06 22:00:00,24.9,96,0.1,1.4,50,1007.7,100
2025-06-06 23:00:00,24.7,98,3.6,2.7,58,1008.8,100
2025-06-07 00:00:00,25.2,95,0.4,1.4,50,1008.6,100
2025-06-07 01:00:00,28.4,87,0.1,0.6,56,1009.5,100
2025-06-07 02:00:00,28.8,86,0.2,1.9,124,1009.4,100
2025-06-07 03:00:00,29.8,79,0.4,7.7,180,1009.6,100
2025-06-07 04:00:00,25.9,92,12.8,13.7,212,1010.3,100
2025-06-07 05:00:00,26.7,89,0.6,4.3,275,1008.8,100
2025-06-07 06:00:00,29.1,79,0.0,6.9,213,1007.6,100
2025-06-07 07:00:00,29.6,75,0.1,7.2,212,1006.4,100
2025-06-07 08:00:00,30.2,72,0.1,8.2,232,1005.6,100
2025-06-07 09:00:00,29.0,76,0.7,10.6,199,1005.7,100
2025-06-07 10:00:00,26.7,86,3.8,13.9,221,1007.1,100
2025-06-07 11:00:00,26.2,88,0.1,3.9,196,1007.0,100
2025-06-07 12:00:00,25.8,91,0.0,3.7,169,1008.1,100
2025-06-07 13:00:00,26.4,91,0.0,6.8,198,1008.2,100
2025-06-07 14:00:00,26.5,91,0.0,6.5,180,1008.5,100
2025-06-07 15:00:00,26.4,91,0.0,7.7,192,1009.2,99
2025-06-07 16:00:00,26.3,93,0.0,9.3,202,1009.0,100
2025-06-07 17:00:00,26.2,94,0.0,6.7,200,1008.3,99
2025-06-07 18:00:00,25.9,95,0.0,8.0,218,1007.6,99
2025-06-07 19:00:00,25.7,93,0.6,11.3,226,1007.4,91
2025-06-07 20:00:00,25.3,90,2.4,13.4,234,1007.3,98
2025-06-07 21:00:00,25.1,96,4.3,3.3,234,1006.5,99
2025-06-07 22:00:00,24.8,97,0.4,5.2,209,1007.1,97
2025-06-07 23:00:00,24.7,96,0.1,7.5,233,1008.1,90
2025-06-08 00:00:00,25.4,91,0.0,7.8,232,1008.6,89
2025-06-08 01:00:00,28.2,81,0.0,11.9,236,1008.6,100
2025-06-08 02:00:00,28.8,78,0.0,9.7,225,1009.1,100
2025-06-08 03:00:00,29.5,76,0.1,10.8,227,1009.1,100
2025-06-08 04:00:00,27.0,86,5.3,8.0,234,1008.9,99
2025-06-08 05:00:00,27.6,83,0.2,8.0,234,1008.3,97
2025-06-08 06:00:00,29.4,79,0.2,9.8,247,1006.9,99
2025-06-08 07:00:00,29.7,77,0.1,12.3,247,1005.8,92
2025-06-08 08:00:00,29.8,76,0.1,11.4,241,1004.8,100
2025-06-08 09:00:00,29.6,75,2.5,12.8,244,1005.1,100
2025-06-08 10:00:00,25.1,93,12.9,9.0,185,1006.7,100
2025-06-08 11:00:00,25.1,96,0.8,4.2,200,1006.8,100
2025-06-08 12:00:00,25.2,97,1.5,3.2,90,1007.1,100
2025-06-08 13:00:00,26.8,92,0.0,4.2,137,1007.5,100
2025-06-08 14:00:00,26.7,93,0.0,5.3,162,1007.9,100
2025-06-08 15:00:00,26.6,93,0.0,5.4,195,1008.7,100
2025-06-08 16:00:00,26.6,91,0.0,5.2,224,1008.8,100
2025-06-08 17:00:00,26.3,91,0.0,6.9,233,1008.3,100
2025-06-08 18:00:00,26.0,91,0.1,6.2,249,1007.4,100
2025-06-08 19:00:00,25.8,92,0.0,5.5,261,1006.7,100
2025-06-08 20:00:00,25.6,93,0.0,6.2,253,1006.0,38
2025-06-08 21:00:00,25.3,92,0.0,8.0,239,1006.2,42
2025-06-08 22:00:00,25.2,93,0.0,8.6,244,1006.8,42
2025-06-08 23:00:00,25.2,93,0.0,5.1,253,1006.8,97
2025-06-09 00:00:00,26.3,89,0.0,11.5,239,1007.7,100
2025-06-09 01:00:00,27.6,84,0.0,12.9,240,1008.0,100
2025-06-09 02:00:00,28.9,80,0.1,9.4,246,1008.1,100
2025-06-09 03:00:00,29.4,77,0.2,7.5,243,1008.0,100
2025-06-09 04:00:00,30.2,74,0.2,6.2,262,1007.3,99
2025-06-09 05:00:00,31.4,69,0.4,7.0,280,1006.1,100
2025-06-09 06:00:00,30.7,69,4.1,9.4,223,1005.3,100
2025-06-09 07:00:00,26.3,92,15.2,20.6,204,1005.4,100
2025-06-09 08:00:00,26.4,91,0.8,10.0,213,1004.8,100
2025-06-09 09:00:00,26.2,91,0.3,12.5,217,1005.1,100
2025-06-09 10:00:00,26.2,92,1.2,9.2,220,1005.3,100
2025-06-09 11:00:00,25.8,96,0.8,4.8,205,1005.2,100
2025-06-09 12:00:00,25.7,96,0.2,0.7,360,1006.5,100
2025-06-09 13:00:00,26.1,93,0.8,5.3,204,1006.5,100
2025-06-09 14:00:00,25.9,97,0.4,6.2,202,1007.1,100
2025-06-09 15:00:00,25.7,97,0.3,7.4,206,1007.5,100
2025-06-09 16:00:00,25.4,97,0.3,8.9,220,1007.1,100
2025-06-09 17:00:00,25.4,97,0.2,9.4,228,1006.4,100
2025-06-09 18:00:00,25.4,97,0.1,9.3,233,1005.5,100
2025-06-09 19:00:00,25.4,97,0.0,9.6,242,1004.7,100
2025-06-09 20:00:00,25.4,96,0.0,8.9,242,1004.7,99
2025-06-09 21:00:00,25.2,96,0.0,8.5,253,1004.7,100
2025-06-09 22:00:00,25.2,96,0.0,10.0,250,1004.5,100
2025-06-09 23:00:00,25.4,96,0.0,10.0,252,1005.5,100
2025-06-10 00:00:00,26.1,93,0.0,10.8,252,1006.4,100
2025-06-10 01:00:00,27.1,85,0.1,10.5,253,1007.0,100
2025-06-10 02:00:00,27.4,86,0.4,10.7,263,1007.3,100
2025-06-10 03:00:00,28.7,84,0.2,9.9,266,1006.7,100
2025-06-10 04:00:00,30.4,77,0.3,11.9,267,1006.4,100
2025-06-10 05:00:00,30.8,70,0.3,12.6,290,1005.5,100
2025-06-10 06:00:00,27.7,83,3.7,15.4,276,1005.2,100
2025-06-10 07:00:00,27.7,82,0.4,13.0,233,1004.6,100
2025-06-10 08:00:00,27.8,83,0.4,8.6,239,1003.9,100
2025-06-10 09:00:00,28.0,85,0.4,10.5,250,1004.2,100
2025-06-10 10:00:00,26.8,90,1.3,8.8,271,1004.2,100
2025-06-10 11:00:00,26.3,92,0.9,7.5,281,1004.8,100
2025-06-10 12:00:00,26.0,93,0.5,7.2,274,1005.6,100
2025-06-10 13:00:00,25.3,96,1.4,5.0,215,1006.3,100
2025-06-10 14:00:00,25.2,97,1.5,5.6,195,1006.7,100
2025-06-10 15:00:00,25.2,97,1.6,6.0,224,1006.6,100
2025-06-10 16:00:00,25.2,97,1.3,6.7,234,1006.6,100
2025-06-10 17:00:00,25.1,97,0.6,9.6,242,1006.3,100
2025-06-10 18:00:00,25.1,97,0.2,7.9,249,1005.7,100
2025-06-10 19:00:00,24.9,97,0.2,9.3,246,1004.8,100
2025-06-10 20:00:00,24.9,96,0.0,8.8,251,1004.3,100
2025-06-10 21:00:00,24.8,96,0.0,8.8,268,1004.3,100
2025-06-10 22:00:00,24.7,96,0.0,11.0,265,1004.3,100
2025-06-10 23:00:00,24.8,96,0.0,8.7,266,1004.8,100
2025-06-11 00:00:00,25.7,94,0.0,12.7,254,1005.7,100
2025-06-11 01:00:00,27.5,87,0.0,10.4,250,1006.3,100
2025-06-11 02:00:00,27.4,86,0.0,13.1,251,1006.6,100
2025-06-11 03:00:00,27.8,84,0.2,14.2,250,1006.2,100
2025-06-11 04:00:00,29.0,78,0.1,18.4,258,1005.6,100
2025-06-11 05:00:00,29.7,72,1.6,21.8,267,1005.5,100
2025-06-11 06:00:00,29.0,74,5.0,22.7,272,1005.0,100
2025-06-11 07:00:00,28.0,81,0.6,15.7,273,1004.7,100
2025-06-11 08:00:00,27.4,86,1.4,14.3,275,1004.4,100
2025-06-11 09:00:00,26.8,85,3.4,16.6,266,1004.7,100
2025-06-11 10:00:00,26.4,91,0.9,12.4,262,1004.7,100
2025-06-11 11:00:00,25.6,95,0.7,10.0,261,1005.2,100
2025-06-11 12:00:00,25.4,97,0.5,9.1,263,1005.4,100
2025-06-11 13:00:00,25.2,96,0.8,8.7,246,1006.1,100
2025-06-11 14:00:00,25.1,93,0.1,8.5,245,1006.7,100
2025-06-11 15:00:00,25.0,93,0.0,8.1,245,1006.9,100
2025-06-11 16:00:00,24.8,94,0.0,5.0,249,1006.7,100
2025-06-11 17:00:00,24.5,96,0.0,5.5,253,1006.1,100
2025-06-11 18:00:00,24.5,97,0.0,7.6,242,1005.5,100
2025-06-11 19:00:00,24.6,97,0.0,6.7,251,1005.8,100
2025-06-11 20:00:00,24.6,96,0.1,4.4,263,1005.1,100
2025-06-11 21:00:00,24.6,96,0.4,8.2,238,1005.3,100
2025-06-11 22:00:00,24.6,96,0.1,8.2,256,1005.9,100
2025-06-11 23:00:00,24.8,96,0.2,10.0,253,1005.6,100
2025-06-12 00:00:00,25.8,94,0.1,11.0,252,1006.2,100
2025-06-12 01:00:00,27.6,89,0.0,11.6,255,1006.3,100
2025-06-12 02:00:00,28.9,80,0.0,15.7,250,1006.4,100
2025-06-12 03:00:00,30.3,71,0.0,16.7,256,1006.4,100
2025-06-12 04:00:00,29.1,72,1.2,19.9,257,1006.6,100
2025-06-12 05:00:00,28.3,78,0.9,14.7,259,1006.4,100
2025-06-12 06:00:00,28.9,76,0.1,16.9,255,1005.6,100
2025-06-12 07:00:00,28.8,72,0.2,21.5,247,1005.3,100
2025-06-12 08:00:00,28.3,79,0.0,14.7,245,1004.6,100
2025-06-12 09:00:00,28.3,79,0.1,15.4,241,1004.4,100
2025-06-12 10:00:00,27.7,84,0.0,14.0,237,1004.8,100
2025-06-12 11:00:00,26.8,88,0.6,14.6,236,1005.6,100
2025-06-12 12:00:00,26.0,90,0.4,16.4,241,1006.0,100
2025-06-12 13:00:00,25.9,93,0.0,14.1,220,1006.3,100
2025-06-12 14:00:00,25.8,92,0.1,15.7,216,1007.2,100
2025-06-12 15:00:00,25.7,92,0.1,15.2,217,1007.7,100
2025-06-12 16:00:00,25.4,93,0.0,12.0,220,1008.2,100
2025-06-12 17:00:00,25.2,93,0.0,11.6,213,1008.3,100
2025-06-12 18:00:00,25.0,94,0.0,11.3,211,1007.6,100
2025-06-12 19:00:00,24.8,94,0.0,9.5,213,1007.3,100
2025-06-12 20:00:00,24.7,95,0.0,8.5,207,1007.0,100
2025-06-12 21:00:00,24.6,96,0.0,6.8,198,1007.4,100
2025-06-12 22:00:00,24.6,96,0.0,6.8,191,1007.7,100
2025-06-12 23:00:00,24.8,95,0.0,7.5,188,1008.1,100
2025-06-13 00:00:00,25.2,93,3.6,11.3,237,1008.7,100
2025-06-13 01:00:00,27.4,87,0.0,7.2,184,1009.2,100
2025-06-13 02:00:00,28.4,83,0.0,9.3,209,1009.4,100
2025-06-13 03:00:00,29.0,80,0.1,10.8,228,1009.3,100
2025-06-13 04:00:00,30.1,74,0.1,13.6,226,1009.0,100
2025-06-13 05:00:00,30.5,70,0.1,13.9,231,1008.0,100
2025-06-13 06:00:00,27.2,84,1.6,16.5,252,1008.3,100
2025-06-13 07:00:00,28.5,84,0.4,9.1,219,1007.4,100
2025-06-13 08:00:00,29.3,78,0.1,12.9,252,1006.8,100
2025-06-13 09:00:00,27.5,87,1.7,9.7,227,1006.5,100
2025-06-13 10:00:00,27.8,85,0.0,8.9,220,1006.5,100
2025-06-13 11:00:00,27.2,88,0.0,8.5,205,1007.2,100
2025-06-13 12:00:00,26.7,89,0.0,7.7,211,1007.8,100
2025-06-13 13:00:00,26.6,91,0.0,5.6,222,1008.8,100
2025-06-13 14:00:00,26.3,92,0.0,6.0,196,1009.2,100
2025-06-13 15:00:00,26.1,93,0.0,4.9,176,1009.5,100
2025-06-13 16:00:00,26.1,93,0.0,5.6,187,1009.7,100
2025-06-13 17:00:00,25.8,94,0.0,5.2,196,1009.5,100
2025-06-13 18:00:00,25.6,94,0.0,5.8,178,1009.4,100
2025-06-13 19:00:00,25.4,95,0.0,7.2,177,1009.1,100
2025-06-13 20:00:00,25.3,96,0.0,6.7,177,1008.7,100
2025-06-13 21:00:00,25.2,96,0.0,5.2,176,1008.8,100
2025-06-13 22:00:00,24.9,97,0.0,3.8,177,1009.2,100
2025-06-13 23:00:00,25.1,97,0.0,4.5,180,1009.5,100
2025-06-14 00:00:00,26.5,93,0.0,2.5,180,1010.0,100
2025-06-14 01:00:00,28.7,85,0.0,6.1,199,1010.4,100
2025-06-14 02:00:00,29.8,79,0.0,9.0,217,1010.6,100
2025-06-14 03:00:00,30.8,74,0.1,10.7,217,1010.4,100
2025-06-14 04:00:00,31.5,70,0.0,10.8,226,1009.8,99
2025-06-14 05:00:00,31.8,66,0.1,11.1,230,1009.1,100
2025-06-14 06:00:00,32.1,63,0.0,11.8,236,1008.2,100
2025-06-14 07:00:00,30.4,69,2.2,16.5,248,1007.8,100
2025-06-14 08:00:00,27.7,86,9.1,7.3,197,1007.8,100
2025-06-14 09:00:00,27.3,88,0.0,6.3,173,1007.9,100
2025-06-14 10:00:00,27.3,89,0.0,8.1,186,1007.5,100
2025-06-14 11:00:00,26.9,90,0.0,4.1,178,1008.2,100
2025-06-14 12:00:00,26.4,93,0.0,2.3,162,1008.8,99
2025-06-14 13:00:00,26.8,93,1.5,4.0,150,1009.5,99
2025-06-14 14:00:00,26.6,94,0.0,4.1,139,1010.1,97
2025-06-14 15:00:00,26.3,96,0.0,4.6,129,1010.3,99
2025-06-14 16:00:00,25.9,97,0.0,4.4,148,1010.3,98
2025-06-14 17:00:00,25.7,97,0.0,4.2,155,1010.1,98
2025-06-14 18:00:00,25.5,97,0.0,2.4,167,1009.4,100
2025-06-14 19:00:00,25.7,97,0.0,2.5,201,1008.8,100
2025-06-14 20:00:00,25.7,96,0.0,2.1,232,1008.6,100
2025-06-14 21:00:00,25.6,96,0.0,1.5,194,1008.6,100
2025-06-14 22:00:00,25.3,97,0.0,2.0,170,1008.8,100
2025-06-14 23:00:00,25.5,97,0.0,3.0,155,1009.2,100
2025-06-15 00:00:00,26.7,93,0.0,2.9,184,1009.8,100
2025-06-15 01:00:00,28.5,85,0.0,2.2,228,1010.0,97
2025-06-15 02:00:00,30.1,77,0.1,6.3,246,1010.0,100
2025-06-15 03:00:00,31.1,70,0.1,9.2,266,1009.5,98
2025-06-15 04:00:00,32.2,64,0.0,10.0,285,1009.0,100
2025-06-15 05:00:00,32.7,60,0.0,11.0,296,1008.4,100
2025-06-15 06:00:00,32.7,61,0.1,11.0,293,1007.5,97
2025-06-15 07:00:00,31.5,66,0.1,11.3,278,1006.5,90
2025-06-15 08:00:00,31.4,68,0.9,6.8,295,1005.4,96
2025-06-15 09:00:00,31.6,67,0.1,6.1,294,1005.4,100
2025-06-15 10:00:00,28.4,85,4.8,14.8,257,1006.3,100
2025-06-15 11:00:00,26.7,90,1.9,8.7,318,1006.9,100
2025-06-15 12:00:00,26.4,92,0.0,7.5,300,1007.2,100
2025-06-15 13:00:00,27.4,90,0.0,7.0,274,1007.5,100
2025-06-15 14:00:00,27.2,90,0.0,5.4,256,1008.5,96
2025-06-15 15:00:00,26.8,92,0.0,3.3,241,1009.0,99
2025-06-15 16:00:00,26.6,92,0.0,3.7,256,1009.3,92
2025-06-15 17:00:00,26.4,93,0.0,3.2,214,1009.2,99
2025-06-15 18:00:00,26.2,93,0.0,4.3,225,1009.1,58
2025-06-15 19:00:00,26.0,94,0.0,3.5,204,1008.9,77
2025-06-15 20:00:00,25.8,95,0.0,3.7,231,1008.7,85
2025-06-15 21:00:00,25.7,96,0.0,3.5,258,1008.6,85
2025-06-15 22:00:00,25.4,96,0.0,3.1,267,1008.7,98
2025-06-15 23:00:00,25.7,95,0.0,2.4,197,1009.0,80
2025-06-16 00:00:00,26.9,92,0.0,1.0,158,1009.8,99
2025-06-16 01:00:00,28.6,86,0.1,1.5,210,1010.2,99
2025-06-16 02:00:00,29.8,79,0.2,3.9,338,1009.7,81
2025-06-16 03:00:00,30.9,71,0.1,4.4,325,1009.5,70
2025-06-16 04:00:00,31.6,68,0.1,5.0,330,1008.9,92
2025-06-16 05:00:00,32.3,66,0.0,5.6,315,1008.1,94
2025-06-16 06:00:00,32.6,64,0.1,5.2,326,1007.3,100
2025-06-16 07:00:00,32.9,64,0.1,3.8,329,1006.2,83
2025-06-16 08:00:00,31.9,69,0.1,6.1,265,1005.5,100
2025-06-16 09:00:00,27.2,88,9.7,2.7,323,1007.1,100
2025-06-16 10:00:00,26.7,89,0.3,5.8,106,1006.9,100
2025-06-16 11:00:00,26.6,89,0.1,3.5,208,1007.5,100
2025-06-16 12:00:00,26.4,92,0.0,4.1,49,1008.3,100
2025-06-16 13:00:00,25.9,97,4.4,7.7,1,1008.2,100
2025-06-16 14:00:00,25.9,97,0.3,2.6,115,1009.0,100
2025-06-16 15:00:00,25.9,97,0.0,2.8,45,1009.9,100
2025-06-16 16:00:00,25.7,98,0.0,3.1,40,1010.0,100
2025-06-16 17:00:00,25.7,98,0.0,4.3,57,1009.9,100
2025-06-16 18:00:00,25.7,98,0.0,4.5,76,1009.6,100
2025-06-16 19:00:00,25.5,98,0.0,6.4,98,1008.9,100
2025-06-16 20:00:00,25.3,96,0.4,5.5,9,1009.8,100
2025-06-16 21:00:00,24.9,98,1.3,7.4,116,1009.1,94
2025-06-16 22:00:00,24.8,97,0.0,5.2,12,1009.9,95
2025-06-16 23:00:00,25.0,97,0.0,3.0,73,1009.8,99
2025-06-17 00:00:00,26.1,91,0.0,4.8,75,1010.6,94
2025-06-17 01:00:00,28.2,87,0.0,2.6,106,1010.0,100
